fid,left,bottom,right,top,lng_cen,lat_cen,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,ndvi,temp_2m,prec,press,n_wind,e_wind,soil_moist,no2_s5p,so2_s5p,aod_055,aod_047,uvai,co_s5p,ch2o_s5p,o3_s5p,ch4_s5p,nh3_cams,no_cams,co_cams,dust_cams,pm10_cams,pm25_cams,no2_cams,nmvocs_cams,so2_cams,o3_cams,temp_st,prec_st,air_hum_st,wind_speed_st,rad_glob_st,wind_dir_st,pm25_st,nox_st,no2_st,o3_st,nh3_st,so2_st,pm10_st,co_st,pm25_lcs,pm10_lcs,hum_lcs,temp_lcs,no2_lcs,co2_lcs,nh3_lcs,co_lcs,co_int,nh3_int,no2_int,nox_int,o3_int,pm10_int,pm25_int,so2_int,air_hum_int,prec_int,rad_glob_int,temp_int,wind_speed_int
"1",8.448,45.276,8.514,45.342,8.481,45.309,1.78035081054688,115.278863252423,315.729278564453,0.382622744052717,2,4,1838.14538574219,2,0.842632674765207,0.0819340633004299,0,0.0676143257290933,0.00781893620526954,0,0,0,12,0,0.0165270018621974,0.419925512104283,7,0,0,0,0,0.956108683260498,0.0438913167395022,0,0,0,0,0,0.0418958375772391,0,0,0.143410063149318,0,0,0,0,0,0,0,0.20384802032539,0,0,0,0,0,2136.10229885057,283.670717133416,6.64735142704832e-05,100611.227159288,0.318508651521471,-0.200987815856934,0.293029930856493,8.6527806260898e-05,0.00073997250932575,199.41691468254,283.787648809524,-1.38753778145096,0.0380716881410769,4.38117017195425e-05,0.155023283067855,1902.78001414094,4.38040924072266,1.01463238398234,232.79990641276,0.0581809232632319,23.3746515909831,19.2986272176107,16.1994832356771,17.1668090820313,1.86470174789429,66.2281799316406,,,,,,,,,,,,,,,,,,,,,,,0.438904196044229,4.64565903457508,16.1781063705329,18.9723051287838,65.9767322431445,29.2325375275583,21.8775207618489,3.02876845786164,72.2104310716834,0.000160393230229244,215.02184963647,9.79057341320914,2.56482874827236
"2",8.514,45.144,8.58,45.21,8.547,45.177,13.6426189526367,102.247671195966,146.465850830078,0.583363997595534,2,4,1156.98901367188,2,0.852166520082087,0.0830215967946839,0.00126844522622887,0.0421342714746409,0.00927391771718948,0.0073487735756865,0.00295709957979087,0.00182937554969217,12,0.0364920192250638,0.169079689076129,0.346347831246662,7,0,0,0.00116166505324298,0,0.997676669893514,0.00116166505324298,0,0,0,0,0,0.1761815552488,0,0,0.18278774732137,0,0,0,0,0.219899127170168,0.439798254340335,0,0.299643215955081,0.731568513348392,0.00280978289526662,0,0,0,2632.72413793103,283.647524985056,7.05091480679079e-05,100719.248364645,0.587660006114415,0.0304881353226919,0.293100379762195,6.64493106575179e-05,0.000259020324668115,159.389278628118,228.743905895692,-1.48203824657802,0.0375678064706348,5.21265243149247e-05,0.155652086942742,1901.08820412685,3.94323476155599,0.674069616529677,224.992879231771,0.0614530709054735,22.2780575222439,18.0876125759549,12.5592685275608,14.8505215115017,1.44640562269423,69.4686957465278,,,,,,,,,,,,,,,,,,,,,,,0.409765848954778,5.6440266467215,16.0314285145762,18.5716435955989,67.9972340643954,28.0053251104471,20.7376239180503,3.10907620430342,71.8165573930198,0.00012911717743725,213.928100785732,10.1417777375945,2.72690901710741
"3",8.514,45.21,8.58,45.276,8.547,45.243,26.8328793740234,109.311062339594,39.6490707397461,0.558838489293905,2,4,616.273559570313,2,0.877877460673909,0.0595482834913273,0,0.0282470952975406,0.0272026176217444,0.00349799590845957,0.00138995875317486,0.00223658825384423,12,0.000614429885869649,0.0514124207001429,0.592064638023993,7,0,0,0,0,0.994289521271533,0.00571047872846674,0,4,0,0,0,0.498295987750868,0,0,0.193318954872487,0,0,0,0,0.59628337969161,0.26087397861508,0,0.502577620589043,0.751814397598855,0.00187824061528511,0,0,0,2367.00951248514,283.709159074727,7.16434945256204e-05,100736.137342111,0.482967880037096,-0.0557927739322861,0.292969119792082,7.10072668363573e-05,0.000517061646353906,186.026133786848,265.90470521542,-1.43896052438766,0.037493216914659,7.34840634323958e-05,0.155593897782963,1903.00178567452,4.02578926086426,0.728405872980754,226.491984049479,0.0593516280253728,22.3586196899414,18.2782541910807,13.4521802266439,15.2201855977376,1.68774255116781,68.9140421549479,,,,,,,,,,,,,,,,,,,,,,,0.424713522381595,5.35237726305683,15.8202020795689,18.6732151624567,66.4320898224828,28.7223811935304,21.0456431089759,3.02083828504857,71.5487118032015,0.000111575406698083,212.890716773515,10.0428912925045,2.60040297274088
"4",8.514,45.276,8.58,45.342,8.547,45.309,32.6639450583496,121.301777265762,24.8869781494141,0.444355241717016,2,4,3165.40869140625,2,0.862889766592763,0.0312612669932769,0,0.0274812672216757,0.0477704200742949,0.0203356483180877,0.00202540773260376,0.0082362230672977,12,0.000335908632851864,0.0795108175020839,0.563468070018288,7,0,0,0,0,0.957586273375747,0.0424137266242529,0,4,0,0,0,0.565563917203221,0,0,0.300525301760337,0,0,0,0,1.377665800001,1.86750252889025,0,0.719363465342717,0.7411102721614,0.00393245316171897,0,0,0,2959.08275862069,283.718004605127,7.28798431940843e-05,100675.945165241,0.379122858955747,-0.146716057308136,0.291554602365645,7.97064055275597e-05,0.00041472942011178,204.810204081633,291.528571428571,-1.5025666650673,0.0379932880591549,0.00012412145433593,0.155476131442552,1901.34303098385,4.35506735907661,0.919346703423394,230.943495008681,0.0578886402977837,22.8402404785156,18.7803175184462,15.1499379475911,16.1487189398872,2.00729984707303,66.9089694552951,,,,,,,,,,,,,,,,,,,,,,,0.445402012811994,5.06623065741982,15.9653858058902,19.1271199103189,64.5206404666347,29.2237465771748,21.4879001977393,2.97736655771259,71.1547527442277,0.000102975146445841,211.501607466175,9.90632171937716,2.45514616488876
"5",8.514,45.342,8.58,45.408,8.547,45.375,3.66604392944336,127.9629916294,180.575225830078,0.198798456483833,2,4,2366.263671875,2,0.942808825780493,0.0396460357608846,0,0.00676439073103529,0.00931561568347316,0.00146513204411432,0,0,12,0,0.0318167010533174,0.776740145509827,7,0,0,0,0,0.948976677772489,0.0510233222275107,0,0,0,0,0,0.0905625505371376,0,0,0.00828396508193205,0,0,0,0,0.272773599892961,0.272773599892961,0,0.493599278865101,0.530880077093895,0.00141590725276792,0,0,0,2746.52794292509,283.376929979476,0.000109122540096954,100054.512873574,0.257828201566424,-0.229026204063779,0.286208224675012,7.91268849260132e-05,0.000676112416503046,199.591546201814,283.170918367347,-1.45232603614158,0.0381171640090995,0.000110084855311022,0.155021101693319,1900.53952846768,4.70806206597222,1.20826975504557,237.224365234375,0.0567004217041863,23.4754079182943,19.3878224690755,17.2167290581597,17.4110276963976,2.27402793036567,64.4576755099826,,,,,,,,,,,,,,,,,,,,,,,0.464682303756525,4.79386911592103,16.3522556245153,19.7518501096293,62.4249946097214,29.4625341809757,21.963171009283,2.96732347086132,70.617040281666,9.87628743007926e-05,209.889543495392,9.75705731958096,2.30509870545834
"6",8.514,45.738,8.58,45.804,8.547,45.771,8.76277087451172,209.773216128925,0,3.35474891546232,3,2,20479.97265625,5,0.0649574052292945,0.173713115177597,0.00767708817710185,0.594469821992457,0.135546498658181,0.00897179900981974,0.000267452003002757,0.0143968197525461,19,0,0,0,7,0,0,0,0,0.984628522630231,0,0.0153714773697694,0,0,0,0,0.232963602550478,0,0,0,0,0,0,0,0.456476616504353,0.456476616504353,0,0.586364612962556,0.717189720150071,0,0.342357462378265,0.114119154126088,0.798834078882618,3681.98390804598,281.787308987036,0.000385972918553878,96927.3727446057,-0.203230728638145,-0.174021746836552,0.287456895218414,8.7750077957976e-05,0.000624206998718642,89.9408333333333,128.135544217687,-1.87226237687105,0.0380482975463561,0.000126785521207451,0.154737458776338,,3.54851362440321,0.87439144982232,254.167914496528,0.0529345373312632,26.134033203125,21.2048763699002,15.5261518690321,20.7062564425998,1.65059481726752,63.8853352864583,,0,,,,,,,,,,,,,,,,,,,,,0.365342958999394,2.90658767160414,21.4614840125166,26.119571603249,61.8689881393409,32.3605609260075,24.4027553214235,2.81743025936139,65.0456290674059,5.409289699764e-05,205.847002680976,9.25408685682204,2.15425109669755
"7",8.514,45.804,8.58,45.87,8.547,45.837,1.21207913427734,193.880497685185,0,0.140557751739743,3,2,5331.3681640625,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,0.851115360101976,0,0.148884639898024,0,0.00778391324595835,0,0,0.0243330450402501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352.19262782402,281.46119634797,0.000464324963213487,96212.3341958528,-0.165236966680237,-0.140686863404012,0.275222382577909,7.24290479942587e-05,0.00044275007360675,76.6101190476191,111.697716229349,-1.99671206533945,0.0372701521031209,8.53761503312823e-05,0.154783090590082,,3.12860467698839,0.705052587721083,240.090087890625,0.0547163254684872,24.7063835991753,19.9974687364366,13.0465927124023,18.5753750271267,1.46546671125624,67.9271443684896,,,,,,,,,,,,,,,,,,,,,,,0.365554762919027,2.52672099293209,21.3963989389388,25.128492432553,64.6690044446086,31.3579004621877,24.7340410864523,2.66501849237981,63.1336359195438,0.000112256673232594,208.884781038607,9.66596961985509,2.27491147224123
"8",8.514,45.87,8.58,45.936,8.547,45.903,5.77462234106445,,,,3,2,15305.6982421875,5,0,0,0,1,0,0,0,0,19,0,0,0,7,0,0,0,0,1,0,0,0,0.0277435470441299,0,0,0.0093255620316403,0,0,0,0,0.116885928393006,0,0,0,0,0,0,0,0,0,0,0,2451.7288941736,280.658314159938,0.000633370171768726,94522.7735382565,-0.103235074451991,-0.0747536704653785,0.299977529616583,7.12325665010173e-05,0.000696794056531027,99.4584215167549,122.68756377551,-2.11062495340932,0.0372730798509682,0.000100344991313898,0.15479565276574,,2.55425993601481,0.537001411120097,221.653442382813,0.0565882722536723,22.0646464029948,17.7812143961589,10.2464771270752,16.1976432800293,1.25892559687297,71.6627248128255,,,,,,,,,,,,,,,,,,,,,,,0.363455942506981,2.14464768600157,21.4256953888228,24.360472983488,67.2580022676246,30.4359303675572,25.0273302564147,2.49086975448769,61.523525841648,0.000289541071374684,213.232072162415,9.93179676401242,2.35456530270252
"9",8.58,45.012,8.646,45.078,8.613,45.045,1.97078264941406,87.0930791841097,172.653121948242,0.305189428446041,2,4,8185.416015625,2,0.585656565656566,0.300579124579125,0.00478114478114478,0.104390572390572,0.00459259259259259,0,0,0,4,0.004739336492891,0.186808846761453,0,7,0,0,0.204742921394255,0,0.777675559644281,0.0175815189614638,0,0,0,0,0,0.0517017961125236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507412626297127,0.507412626297127,4422.3724137931,283.104702041263,6.7842920867152e-05,100020.143577939,1.0288682551611,0.189636094229562,0.288211807372078,6.44885241941577e-05,0.000903765106371932,155.250599287334,222.986556527373,-1.73266155864966,0.0381375773596686,0.00015584489968339,0.156307368812656,1891.56130701922,4.2265879313151,0.711520089043511,223.556749131944,0.0609959231482612,21.7579142252604,17.5345560709635,12.8171878390842,14.91162109375,1.64355521731906,69.2677205403646,,,,,,,,,,,,,,,,,,,,,,,0.406697314394624,6.68599275645945,17.7016282823106,19.8450821933724,68.8668246603805,26.2652812634466,20.3084032262514,3.33242500585306,70.840244853638,0.000138675390177302,212.120122834759,10.1635338856671,2.84989256311541
"10",8.58,45.078,8.646,45.144,8.613,45.111,19.4449674470215,95.5486874638329,62.2639083862305,0.388017247258886,2,4,1397.96313476563,2,0.882210454928449,0.0707005802204427,0.00554463313216285,0.0120222771768542,0.0232567698093561,0.00340596935175607,0.00053158330992814,0.00232773207105132,12,0.0159335679811158,0.098636373216431,0.390077349463612,7,0,0,0.00153280196198651,0,0.998467198038014,0,0,0,0,0,0,0.334367306745446,0.169604464139176,0,0,0,0,0,0,0.205708752709314,3.18848566699436,0,0.249606039998024,1.07829247177527,0.00145345272601986,0.102854376354657,0.205708752709314,0.411417505418628,3814.11,283.358693546719,7.78023403468343e-05,100473.909450955,0.850304577085707,0.207609494527181,0.286928494771322,6.4961775256549e-05,0.00162997122605834,158.989868804665,228.192638483965,-1.60845764600412,0.0377321722527859,0.000209370025958709,0.155803501344724,1893.33102796596,4.15068520439996,0.679857995775011,223.623575846354,0.0607593324449327,21.8594716389974,17.6667226155599,12.5314737955729,14.7918565538194,1.58828926086426,69.3857557508681,,,,,,,,,,,,,,,,,,,,,,,0.394527765312204,6.40964871067497,16.4938585624764,18.9797987492365,68.1140183404471,26.8932955226579,20.0487401831903,3.1912075327768,70.719162810087,0.000105532800145876,211.343805814801,10.356930429046,2.74590490652159
