fid,left,bottom,right,top,lng_cen,lat_cen,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,ndvi,temp_2m,prec,press,n_wind,e_wind,soil_moist,no2_s5p,so2_s5p,aod_055,aod_047,uvai,co_s5p,ch2o_s5p,o3_s5p,ch4_s5p,nh3_cams,no_cams,co_cams,dust_cams,pm10_cams,pm25_cams,no2_cams,nmvocs_cams,so2_cams,o3_cams,temp_st,prec_st,air_hum_st,wind_speed_st,rad_glob_st,wind_dir_st,pm25_st,nox_st,no2_st,o3_st,nh3_st,so2_st,pm10_st,co_st,pm25_lcs,pm10_lcs,hum_lcs,temp_lcs,no2_lcs,co2_lcs,nh3_lcs,co_lcs,co_int,nh3_int,no2_int,nox_int,o3_int,pm10_int,pm25_int,so2_int,air_hum_int,prec_int,rad_glob_int,temp_int,wind_speed_int,geometry
1,8.448,45.276,8.514000000000001,45.342,8.481000000000002,45.30899999999999,1.780350810546875,115.27886325242288,315.7292785644531,0.3826227440527173,2.0,4.0,1838.1453857421875,2.0,0.8426326747652072,0.0819340633004298,0.0,0.0676143257290933,0.0078189362052695,0.0,0.0,0.0,12.0,0.0,0.0165270018621973,0.419925512104283,7.0,0.0,0.0,0.0,0.0,0.9561086832604978,0.0438913167395021,0.0,0.0,0.0,0.0,0.0,0.041895837577239,0.0,0.0,0.1434100631493176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2038480203253904,0.0,0.0,0.0,0.0,0.0,7041.394252873563,292.8822953965929,0.0022474513074427,99219.7032606337,1.1143065823449028,-0.2024845547146267,0.3250904877980551,3.469231918920472e-05,0.0002757749917243,204.4455144557823,292.2985615079365,-1.6334024135164331,0.0308867927333016,7.082775852793222e-05,0.1524700918780618,1860.0313545350343,2.5249017079671225,0.4044264952341715,153.33926391601562,0.1798981229464213,8.654630661010742,7.213789621988933,6.37279764811198,13.486740112304688,0.5243265628814697,73.4404805501302,,,,,,,,,,,,,,,,,,,,,,,0.0926572111742371,9.34925907383724,7.70362511255629,7.814072190059985,76.77066569328466,14.362714120354369,12.675741119568825,2.723642531086111,76.14130944675755,0.0527564861004935,245.5706136291474,20.21057657594641,4.117737139786326,"MULTIPOLYGON (((8.448 45.275999999999996, 8.448 45.342, 8.514000000000001 45.342, 8.514000000000001 45.27599999999998, 8.448 45.275999999999996)))"
2,8.514000000000001,45.144,8.580000000000002,45.21,8.547000000000002,45.17699999999999,13.64261895263672,102.24767119596598,146.46585083007812,0.5833639975955336,2.0,4.0,1156.989013671875,2.0,0.8521665200820874,0.0830215967946838,0.0012684452262288,0.0421342714746408,0.0092739177171894,0.0073487735756865,0.0029570995797908,0.0018293755496921,12.0,0.0364920192250637,0.1690796890761289,0.3463478312466623,7.0,0.0,0.0,0.0011616650532429,0.0,0.997676669893514,0.0011616650532429,0.0,0.0,0.0,0.0,0.0,0.1761815552488003,0.0,0.0,0.1827877473213698,0.0,0.0,0.0,0.0,0.2198991271701675,0.4397982543403351,0.0,0.2996432159550808,0.7315685133483922,0.0028097828952666,0.0,0.0,0.0,7397.550535077289,292.91839793371776,0.001952205679923,99323.77121698287,1.5470894972483316,-0.011799827454582,0.3100235178357078,3.493652509238322e-05,0.0003081127948009,200.45227465986397,286.1721088435374,-1.4932459680263277,0.0324334060072012,9.948910752593642e-05,0.1523094100628675,1834.8533066563773,2.248003217909071,0.2637951109144423,145.64329698350696,0.1726731724209255,8.246955871582031,6.682942284478082,4.554195404052734,9.994772169325088,0.4225061469607883,76.06753200954861,,,,,,,,,,,,,,,,,,,,,,,0.0980501199345812,10.397964826475391,7.143319478614287,6.850414517249551,77.57896794447485,15.25410107510928,12.241145824906011,2.800635262629083,74.30338728367147,0.0381641917490856,271.3651861388789,20.379824390489723,4.386754905108771,"MULTIPOLYGON (((8.514000000000001 45.144, 8.514000000000001 45.21, 8.580000000000002 45.20999999999999, 8.580000000000002 45.144000000000005, 8.514000000000001 45.144)))"
3,8.514000000000001,45.21,8.580000000000002,45.276,8.547000000000002,45.243,26.83287937402344,109.31106233959368,39.649070739746094,0.5588384892939049,2.0,4.0,616.2735595703125,2.0,0.877877460673909,0.0595482834913273,0.0,0.0282470952975405,0.0272026176217444,0.0034979959084595,0.0013899587531748,0.0022365882538442,12.0,0.0006144298858696,0.0514124207001428,0.5920646380239935,7.0,0.0,0.0,0.0,0.0,0.9942895212715332,0.0057104787284667,0.0,4.0,0.0,0.0,0.0,0.4982959877508685,0.0,0.0,0.1933189548724872,0.0,0.0,0.0,0.0,0.5962833796916105,0.2608739786150795,0.0,0.5025776205890428,0.7518143975988552,0.0018782406152851,0.0,0.0,0.0,7150.443519619501,292.9402621522242,0.002118230351031,99340.0149457244,1.3849155837986746,-0.0804067512218103,0.3157256033415156,3.61424103772372e-05,0.0003004852156044,200.4695821185617,286.4552721088436,-1.5198252347421812,0.0312243922773764,9.337488044344042e-05,0.152438614708425,1829.478156455263,2.2662593523661294,0.2794299324353536,148.93783569335938,0.1762198805809021,8.328587214152018,6.83041508992513,4.963156382242839,11.271916707356771,0.4749725262324015,75.55848693847656,,,,,,,,,,,,,,,,,,,,,,,0.0951398177395926,9.75914290578242,7.675711429411192,7.657562750027981,76.74987582506377,14.759238734391015,12.20567609043134,2.946983635011413,74.0001247057059,0.0403043375281245,262.8356792388179,20.3988415484377,4.238935473375703,"MULTIPOLYGON (((8.514000000000001 45.21, 8.514000000000001 45.27599999999998, 8.580000000000002 45.275999999999996, 8.580000000000002 45.20999999999999, 8.514000000000001 45.21)))"
4,8.514000000000001,45.276,8.580000000000002,45.342,8.547000000000002,45.30899999999999,32.66394505834961,121.30177726576218,24.886978149414062,0.4443552417170158,2.0,4.0,3165.40869140625,2.0,0.8628897665927634,0.0312612669932769,0.0,0.0274812672216756,0.0477704200742948,0.0203356483180877,0.0020254077326037,0.0082362230672977,12.0,0.0003359086328518,0.0795108175020838,0.5634680700182884,7.0,0.0,0.0,0.0,0.0,0.9575862733757472,0.0424137266242529,0.0,4.0,0.0,0.0,0.0,0.565563917203221,0.0,0.0,0.3005253017603372,0.0,0.0,0.0,0.0,1.3776658000010022,1.8675025288902476,0.0,0.7193634653427169,0.7411102721614005,0.0039324531617189,0.0,0.0,0.0,7212.925287356322,292.91899811275425,0.0022810392925604,99282.94805230031,1.2173376802414184,-0.153632330516028,0.3206698402525887,3.688307508683142e-05,0.0004337055777237,203.77474084872043,291.3659459021704,-1.588873798940595,0.0312388224903278,7.875232696091962e-05,0.1526516496520452,1847.2532488158631,2.5224134657118054,0.3628671169281006,153.20502387152777,0.1795769532521565,8.627261691623264,7.18691168891059,6.00274658203125,13.126168992784288,0.5534050199720595,74.57969835069444,,,,,,,,,,,,,,,,,,,,,,,0.0957634606944762,9.139113151816897,8.071899471550608,8.433035779573556,75.56616170074204,14.16683102780578,12.2039709955859,2.9069252728903305,74.43856528876888,0.0453828868888455,249.3502024583268,20.259154868278745,3.994077879573575,"MULTIPOLYGON (((8.514000000000001 45.27599999999998, 8.514000000000001 45.342, 8.580000000000002 45.342, 8.580000000000002 45.275999999999996, 8.514000000000001 45.27599999999998)))"
5,8.514000000000001,45.342,8.580000000000002,45.408,8.547000000000002,45.375,3.6660439294433593,127.96299162940028,180.57522583007807,0.1987984564838326,2.0,4.0,2366.263671875,2.0,0.9428088257804926,0.0396460357608846,0.0,0.0067643907310352,0.0093156156834731,0.0014651320441143,0.0,0.0,12.0,0.0,0.0318167010533174,0.7767401455098274,7.0,0.0,0.0,0.0,0.0,0.9489766777724892,0.0510233222275107,0.0,0.0,0.0,0.0,0.0,0.0905625505371375,0.0,0.0,0.008283965081932,0.0,0.0,0.0,0.0,0.2727735998929606,0.2727735998929606,0.0,0.4935992788651011,0.5308800770938953,0.0014159072527679,0.0,0.0,0.0,6958.625445897741,292.5673355829148,0.0026887893883574,98690.91940646702,0.9975433009011404,-0.2334001934717572,0.3195968639282953,3.669624873898835e-05,6.990778452504449e-05,220.1430942073799,313.9972763347764,-1.7189008198217617,0.0317595526301727,0.0001161454492301,0.1527332432456628,1861.4031494792728,2.793858422173394,0.5007391505771213,159.04793294270834,0.1826454798380533,8.964240180121529,7.5730090671115455,7.516388787163629,15.131127251519096,0.6513041920132108,73.43606228298611,,,,,,,,,,,,,,,,,,,,,,,0.0974689620329596,8.581001643367921,8.284142710762822,9.067217338472892,74.24231982865341,13.483237800706725,12.24246501629447,2.6896389381222057,75.26734409748363,0.0521557602177973,231.7320633930356,20.019137466942578,3.6942274052336166,"MULTIPOLYGON (((8.514000000000001 45.342, 8.514000000000001 45.408, 8.580000000000002 45.408, 8.580000000000002 45.342, 8.514000000000001 45.342)))"
6,8.514000000000001,45.738,8.580000000000002,45.804,8.547000000000002,45.77100000000001,8.762770874511718,209.77321612892484,0.0,3.35474891546232,3.0,2.0,20479.97265625,5.0,0.0649574052292945,0.1737131151775972,0.0076770881771018,0.5944698219924567,0.1355464986581811,0.0089717990098197,0.0002674520030027,0.0143968197525461,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.9846285226302306,0.0,0.0153714773697694,0.0,0.0,0.0,0.0,0.2329636025504782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456476616504353,0.456476616504353,0.0,0.5863646129625559,0.7171897201500708,0.0,0.3423574623782648,0.1141191541260882,0.7988340788826178,6247.26091954023,290.8606662187987,0.0080405571686116,95698.44578472666,0.1819084328588715,-0.2513745279809515,0.3375449364417806,3.129828935581493e-05,6.650178199641384e-05,217.4440476190476,289.915306122449,-1.818513925879983,0.0298119374221288,9.038609427840238e-05,0.1517187729436323,,1.5783039728800456,0.4749339421590169,165.10731336805554,0.1535221205817328,8.55087619357639,7.628996107313368,6.862376742892796,17.880506727430557,0.4158635404374864,72.588623046875,,0.1831349206349206,,,,,,,,,,,,,,,,,,,,,0.1359321112342778,7.149948670531092,10.529179991126195,12.409361558146797,71.75276660289397,13.100194196694702,14.358653584571709,1.783067360334068,78.19021865998336,0.1801959194828572,177.0909624535265,18.34299109819017,2.6244839954106425,"MULTIPOLYGON (((8.514000000000001 45.738000000000014, 8.514000000000001 45.804, 8.580000000000002 45.80399999999999, 8.580000000000002 45.73800000000001, 8.514000000000001 45.738000000000014)))"
7,8.514000000000001,45.804,8.580000000000002,45.87,8.547000000000002,45.837,1.2120791342773438,193.8804976851852,0.0,0.1405577517397434,3.0,2.0,5331.3681640625,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.8511153601019757,0.0,0.1488846398980242,0.0,0.0077839132459583,0.0,0.0,0.0243330450402501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7493.915576694411,290.4361837304908,0.0088462070723687,95013.0638402822,0.1537375942109123,-0.2026860503112377,0.3243305115472703,3.510026521000954e-05,6.300513968071942e-05,201.2170542635659,269.2329931972789,-1.7906751594534278,0.0291933435806075,0.000112349584109,0.1514484111951048,,1.3006617228190105,0.3798545996348063,157.87228732638889,0.1485279401143392,7.696937561035156,6.8697488572862415,5.484938303629558,15.888290405273438,0.3472854826185438,73.19859483506944,,,,,,,,,,,,,,,,,,,,,,,0.1577309926728376,7.225600384222385,10.929501229152194,12.829244702548596,72.30463322481562,13.8017766378565,14.770637298574156,1.5115584595592289,78.24571779727025,0.1934775012106901,202.4395003937801,18.23816390725436,2.6664194177191867,"MULTIPOLYGON (((8.514000000000001 45.804, 8.514000000000001 45.87, 8.580000000000002 45.870000000000005, 8.580000000000002 45.80399999999999, 8.514000000000001 45.804)))"
8,8.514000000000001,45.87,8.580000000000002,45.936,8.547000000000002,45.903,5.774622341064453,,,,3.0,2.0,15305.6982421875,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0277435470441298,0.0,0.0,0.0093255620316403,0.0,0.0,0.0,0.0,0.1168859283930058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4715.366230677764,289.44006783621654,0.0102533384711644,93394.45202055432,0.1162954322875492,-0.1229064578101748,0.3352829312521314,3.700853737527675e-05,9.35202877681576e-05,228.6889523809524,215.62232142857144,-1.7863187630919326,0.0292018251439542,5.906300131724385e-05,0.1510469943391004,,1.0101159413655598,0.2895092964172363,150.38178507486978,0.1424980560938517,6.764087041219075,6.001448313395183,4.101025581359863,13.75000254313151,0.2863298455874125,72.93768310546875,,,,,,,,,,,,,,,,,,,,,,,0.1759590882885134,7.3711244955891235,11.125040396960692,12.97068453269292,73.16768446682548,14.203584906861204,15.045168019212996,1.2842584362492566,79.16863189107968,0.2074243776400944,216.79617022391292,18.017824889782823,2.7136366488708497,"MULTIPOLYGON (((8.514000000000001 45.87, 8.514000000000001 45.93600000000002, 8.580000000000002 45.936, 8.580000000000002 45.870000000000005, 8.514000000000001 45.87)))"
9,8.580000000000002,45.012,8.646000000000003,45.07799999999999,8.613000000000001,45.045,1.9707826494140623,87.09307918410974,172.6531219482422,0.3051894284460411,2.0,4.0,8185.416015625,2.0,0.5856565656565657,0.3005791245791245,0.0047811447811447,0.1043905723905724,0.0045925925925925,0.0,0.0,0.0,4.0,0.0047393364928909,0.1868088467614534,0.0,7.0,0.0,0.0,0.2047429213942553,0.0,0.7776755596442809,0.0175815189614637,0.0,0.0,0.0,0.0,0.0,0.0517017961125235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5074126262971272,0.5074126262971272,6669.63908045977,292.5135909791977,0.0015791154970429,98659.83694118923,2.02221845823621,0.0803948659745473,0.2865777999635726,3.213544066216464e-05,0.0002229477918021,157.61700680272108,225.1695416261743,-1.6079115480536144,0.0310998965276936,9.189505360441152e-05,0.1521698690402201,1832.0717410875068,2.2293302747938366,0.2651503086090088,142.86070421006946,0.1720319191614786,7.998392740885417,6.3317413330078125,4.530069986979167,8.602127075195312,0.4365299542744954,77.30300564236111,,,,,,,,,,,,,,,,,,,,,,,0.1257760060872635,11.582538497759964,6.109764206938723,5.672473616752328,76.95492607675446,15.942667742337209,12.037126884086248,2.272866228255699,74.65611528772719,0.0383588079819255,280.09987230688984,19.99002305935839,4.40974035338089,"MULTIPOLYGON (((8.580000000000002 45.012, 8.580000000000002 45.07799999999998, 8.646 45.07799999999998, 8.646 45.012, 8.580000000000002 45.012)))"
10,8.580000000000002,45.07799999999999,8.646000000000003,45.144,8.613000000000001,45.11099999999999,19.444967447021483,95.54868746383292,62.26390838623047,0.3880172472588858,2.0,4.0,1397.963134765625,2.0,0.8822104549284486,0.0707005802204426,0.0055446331321628,0.0120222771768542,0.0232567698093561,0.003405969351756,0.0005315833099281,0.0023277320710513,12.0,0.0159335679811157,0.0986363732164309,0.390077349463612,7.0,0.0,0.0,0.0015328019619865,0.0,0.9984671980380136,0.0,0.0,0.0,0.0,0.0,0.0,0.3343673067454455,0.1696044641391761,0.0,0.0,0.0,0.0,0.0,0.0,0.2057087527093138,3.1884856669943646,0.0,0.2496060399980236,1.0782924717752715,0.0014534527260198,0.1028543763546569,0.2057087527093138,0.4114175054186277,6928.638888888889,292.7679002549913,0.0016027195646471,99092.69805230036,1.887727975845337,0.1345049540201822,0.2856292724609375,3.3957777148080826e-05,7.55209020708204e-05,171.86222060252672,245.6124635568513,-1.4401818723929165,0.0320957631898729,9.034828443210232e-05,0.1522827958097847,1833.688221731107,2.2059610154893665,0.2527791659037272,143.5728488498264,0.1715421676635742,8.090930514865452,6.465737660725911,4.389626820882161,9.02618408203125,0.4344959259033203,77.20113796657986,,,,,,,,,,,,,,,,,,,,,,,0.1065741730057928,11.00195250348111,6.710482330956905,6.419594613196172,76.94659521381796,15.557666371198165,11.896853680368258,2.5883173205823016,73.48771655538117,0.0339113706037855,278.0498537936238,20.264778120222243,4.315882304737105,"MULTIPOLYGON (((8.580000000000002 45.07799999999998, 8.580000000000002 45.144000000000005, 8.646 45.144000000000005, 8.646 45.07799999999998, 8.580000000000002 45.07799999999998)))"
